timestamp,price_now,prev_15m_close,ret_1m,ret_5m,ret_15m,vol_15m,vol_60m,range_15m,volume_15m,rsi_14,macd,macd_signal,macd_hist,bb_position,hour_of_day,day_of_week,momentum_5m,momentum_15m,momentum_30m,dist_sma_5,dist_sma_15,dist_sma_30,dist_sma_60,label
1760668080000,108451.75,108604.0,-0.0004606378165582514,-0.0012051653575098076,-0.0014018820669589038,0.0004116499192965769,0.00048238956545084723,0.0020743786983612633,60.1639858,39.225585993741795,-52.668694663079805,-54.11541145587466,1.4467167927948523,0.21171629791053667,2.0,4.0,-130.86000000000058,-152.25,-218.25,-0.0003696867280124083,-0.00045678096167034443,-0.0014749696908733512,-0.002106029904671347,0
1760668980000,108840.57,108451.75,0.0010826609969605272,0.002178188448106244,0.0035851888051599,0.0004359695856632156,0.0005225764386409067,0.00395266213692198,66.34488812000001,82.77459486004307,47.75993423120235,14.401019820428585,33.358914410773764,1.0883947016375293,2.0,4.0,236.56000000001222,388.820000000007,236.57000000000698,0.0010770075282915403,0.0021439482562015666,0.002635118376834722,0.0018798496083494154,0
1760669880000,108964.81,108840.57,-0.0006927710705257883,0.0018027239998112954,0.0011414861204785964,0.000549255348037067,0.0005011749269766654,0.0033711801085139002,82.23823673,60.65077563374906,86.70689148269594,72.95814695640487,13.748744526291063,0.8300159566742457,2.0,4.0,196.08000000000175,124.23999999999069,513.0599999999977,2.4173526049997562e-05,0.0008761627553164342,0.0020805711337357202,0.0026643552421021788,1
1760670780000,109050.42,108964.81,0.00043641060761245853,0.00043980650715469416,0.0007856664917784695,0.00040183863960343387,0.0004600326608596206,0.0017309424392862932,34.60668651,55.22997691351402,59.725956696944195,72.6755392534365,-12.949582556492302,0.6682908913681639,3.0,4.0,47.94000000000233,85.61000000000058,209.84999999999127,0.0001834350450085065,0.00019851639900991813,0.0009299816821493057,0.002745814894853149,1
1760671680000,109069.92,109050.42,3.5483085708110096e-05,-0.00043870023393977053,0.0001788163676947896,0.00036108230232168264,0.00044479002327137585,0.0013936014622546711,31.30678766,49.32822004760616,32.49119609670015,40.31703658529179,-7.825840488591638,0.60586787444995,3.0,4.0,-47.86999999999534,19.5,105.11000000000058,1.998721881557586e-06,3.644278380865451e-05,0.00020687647271255827,0.0016250253764094058,0
1760672580000,108986.81,109069.92,-0.0001761370772125348,-0.000754384216463122,-0.00076198827321039,0.00035224219286743384,0.00041832234586725573,0.001841323734495881,37.4603311,41.66003268110721,-6.26066099666059,5.67472128432208,-11.935382280982669,0.0026733150671264493,3.0,4.0,-82.27999999999884,-83.11000000000058,-63.61000000000058,-0.00022463726649690763,-0.0005770577825688905,-0.0006513210382776968,-0.00015284375739221812,0
1760673480000,109206.21,108986.81,0.00023145065429930334,0.0015499296065994983,0.0020130876387702834,0.0003087597440411894,0.00035668215046852705,0.002756253513421993,39.01800168,75.40166330530923,33.13171644923568,14.533261926378096,18.598454522857587,1.0066980311518652,3.0,4.0,169.0,219.40000000000873,136.29000000000815,0.0004661064106332713,0.0011940424176415387,0.0013144408227476756,0.0013855655563201896,0
1760674380000,109098.55,109206.21,0.000219299391618355,-0.0004999399009391059,-0.0009858413729402216,0.00031579466205810977,0.0003381690286097955,0.002132567298098861,39.95044508,40.69625260735111,0.8535869366896804,17.167569779756594,-16.313982843066913,0.2250889580658353,4.0,4.0,-54.56999999999243,-107.66000000000349,111.74000000000524,0.00010672224754948445,-0.0005258531486372897,-0.00015954891878044997,0.00010679100741328718,1
1760675280000,108995.06,109098.55,0.00023309240388558194,-0.0007643124309727467,-0.0009485918923762826,0.0002623318942799587,0.0003182032324697308,0.0021559692705339605,33.79295152,32.006909741499086,-32.73074167019513,-18.389784101178893,-14.340957569016236,0.09572570277977453,4.0,4.0,-83.36999999999534,-103.49000000000524,-211.15000000000873,-4.6293532962260464e-05,-0.0007046482285486544,-0.0010894453409572291,-0.000855576812578196,0
1760676180000,109004.83,108995.06,0.0002764861935844465,-5.2290987417880075e-06,8.96370899745591e-05,0.00037391448379480146,0.000323293941110942,0.002010828327515417,33.56369874,51.66839007317835,-26.15396582217363,-26.211674601818213,0.057708779644581654,0.5317881757287076,4.0,4.0,-0.569999999992433,9.770000000004075,-93.72000000000116,0.0003381727366147391,3.48926377085057e-05,-0.0002901964766431897,-0.0006544567597103201,0
